CustomerID,Age,Segment,Region,City
C00204,34,Small Business,South,Hyderabad
C00205,18,Small Business,South,Bengaluru
C00206,19,Small Business,West,Mumbai
C00207,25,Corporate,East,Kolkata
C00208,30,Consumer,East,Guwahati
C00209,39,Consumer,South,Mysuru
C00210,30,Consumer,East,Guwahati
C00211,31,Consumer,South,Hyderabad
C00212,29,Consumer,West,Pune
C00213,34,Corporate,East,Bhubaneswar
C00214,24,Consumer,South,Mysuru
C00215,31,Consumer,West,Mumbai
C00216,35,Small Business,West,Nashik
C00217,34,Consumer,South,Mysuru
C00218,32,Consumer,North,Chandigarh
C00219,32,Corporate,East,Guwahati
C00220,36,Corporate,South,Mysuru
C00221,51,Consumer,East,Patna
C00222,25,Small Business,South,Chennai
C00223,51,Consumer,East,Bhubaneswar
C00224,24,Consumer,North,Chandigarh
C00225,18,Consumer,West,Ahmedabad
C00226,27,Consumer,South,Chennai
C00227,35,Consumer,North,Lucknow
C00228,48,Small Business,West,Mumbai
C00229,23,Small Business,South,Hyderabad
C00230,36,Small Business,East,Bhubaneswar
C00231,20,Small Business,South,Bengaluru
C00232,48,Small Business,East,Guwahati
C00233,42,Small Business,North,Chandigarh
C00234,27,Consumer,East,Kolkata
C00235,18,Small Business,South,Mysuru
C00236,44,Small Business,East,Kolkata
C00237,30,Consumer,East,Guwahati
C00238,43,Consumer,West,Ahmedabad
C00239,32,Corporate,North,Chandigarh
C00240,32,Small Business,East,Bhubaneswar
C00241,27,Consumer,East,Bhubaneswar
C00242,37,Consumer,North,Chandigarh
C00243,33,Consumer,East,Kolkata
C00244,36,Corporate,East,Patna
C00245,18,Consumer,East,Bhubaneswar
C00246,43,Corporate,East,Bhubaneswar
C00247,45,Consumer,West,Nashik
C00248,33,Small Business,West,Pune
C00249,50,Small Business,East,Bhubaneswar
C00250,47,Consumer,East,Bhubaneswar
C00251,37,Corporate,West,Ahmedabad
C00252,44,Consumer,East,Patna
C00253,41,Consumer,South,Mysuru
C00254,18,Consumer,North,Lucknow
C00255,29,Consumer,East,Patna
C00256,38,Corporate,East,Patna
C00257,46,Small Business,West,Nashik
C00258,19,Small Business,West,Pune
C00259,18,Consumer,North,Jaipur
C00260,31,Small Business,West,Pune
C00261,18,Corporate,West,Mumbai
C00262,31,Consumer,South,Bengaluru
C00263,35,Consumer,South,Hyderabad
C00264,23,Consumer,South,Mysuru
C00265,31,Corporate,West,Mumbai
C00266,40,Consumer,East,Patna
C00267,27,Consumer,North,Jaipur
C00268,24,Consumer,West,Mumbai
C00269,31,Consumer,North,Delhi
C00270,22,Consumer,West,Ahmedabad
C00271,49,Consumer,East,Guwahati
C00272,32,Corporate,South,Bengaluru
C00273,25,Small Business,South,Bengaluru
C00274,33,Small Business,North,Delhi
C00275,30,Small Business,West,Ahmedabad
C00276,30,Corporate,East,Patna
C00277,27,Consumer,West,Ahmedabad
C00278,26,Consumer,West,Nashik
C00279,18,Consumer,East,Kolkata
C00280,44,Corporate,East,Patna
C00281,37,Consumer,East,Bhubaneswar
C00282,34,Consumer,East,Bhubaneswar
C00283,30,Consumer,North,Chandigarh
C00284,23,Consumer,East,Guwahati
C00285,25,Consumer,North,Lucknow
C00286,19,Consumer,South,Bengaluru
C00287,26,Consumer,North,Chandigarh
C00288,22,Small Business,South,Mysuru
C00289,47,Corporate,East,Patna
C00290,39,Consumer,West,Nashik
C00291,32,Consumer,North,Jaipur
C00292,24,Corporate,East,Bhubaneswar
C00293,22,Consumer,North,Lucknow
C00294,30,Consumer,North,Lucknow
C00295,40,Consumer,North,Delhi
C00296,49,Small Business,South,Bengaluru
C00297,19,Consumer,South,Mysuru
C00298,37,Consumer,East,Bhubaneswar
C00299,26,Consumer,East,Guwahati
C00300,27,Consumer,East,Kolkata
C00301,32,Consumer,West,Ahmedabad
C00302,24,Small Business,South,Mysuru
C00303,29,Small Business,South,Chennai
C00304,23,Small Business,North,Chandigarh
C00305,26,Consumer,North,Chandigarh
C00306,38,Corporate,North,Lucknow
C00307,32,Consumer,East,Patna
C00308,38,Consumer,North,Lucknow
C00309,26,Consumer,South,Bengaluru
C00310,37,Consumer,South,Chennai
C00311,18,Consumer,West,Mumbai
C00312,32,Consumer,South,Hyderabad
C00313,37,Consumer,East,Patna
C00314,18,Consumer,North,Delhi
C00315,26,Consumer,South,Chennai
C00316,32,Consumer,South,Chennai
C00317,41,Consumer,South,Chennai
C00318,26,Corporate,West,Mumbai
C00319,36,Consumer,North,Delhi
C00320,44,Consumer,West,Ahmedabad
C00321,37,Small Business,South,Mysuru
C00322,30,Small Business,West,Pune
C00323,35,Small Business,North,Chandigarh
C00324,26,Consumer,East,Guwahati
C00325,32,Consumer,North,Jaipur
C00326,30,Small Business,West,Ahmedabad
C00327,35,Consumer,East,Kolkata
C00328,28,Consumer,West,Nashik
C00329,35,Corporate,East,Kolkata
C00330,28,Consumer,West,Mumbai
C00331,39,Consumer,South,Chennai
C00332,29,Small Business,West,Mumbai
C00333,18,Consumer,West,Nashik
C00334,22,Consumer,South,Mysuru
C00335,32,Consumer,East,Guwahati
C00336,47,Small Business,North,Chandigarh
C00337,39,Small Business,North,Delhi
C00338,18,Corporate,West,Mumbai
C00339,18,Consumer,South,Chennai
C00340,42,Corporate,West,Mumbai
C00341,37,Small Business,South,Hyderabad
C00342,52,Corporate,West,Mumbai
C00343,27,Consumer,West,Nashik
C00344,24,Corporate,East,Guwahati
C00345,32,Corporate,North,Delhi
C00346,27,Small Business,South,Chennai
C00347,41,Consumer,North,Chandigarh
C00348,27,Small Business,West,Mumbai
C00349,29,Corporate,North,Jaipur
C00350,23,Consumer,East,Kolkata
C00351,38,Corporate,South,Hyderabad
C00352,23,Corporate,North,Jaipur
C00353,35,Consumer,West,Pune
C00354,48,Consumer,South,Chennai
C00355,18,Consumer,North,Chandigarh
C00356,45,Small Business,West,Nashik
C00357,34,Consumer,North,Chandigarh
C00358,21,Consumer,North,Chandigarh
C00359,32,Corporate,East,Kolkata
C00360,38,Small Business,West,Nashik
C00361,24,Consumer,North,Lucknow
C00362,36,Consumer,West,Pune
C00363,46,Small Business,South,Bengaluru
C00364,27,Small Business,North,Delhi
C00365,23,Small Business,South,Mysuru
C00366,30,Small Business,East,Patna
C00367,32,Consumer,South,Mysuru
C00368,41,Consumer,East,Kolkata
C00369,30,Small Business,East,Patna
C00370,28,Consumer,East,Patna
C00371,22,Consumer,North,Delhi
C00372,18,Small Business,South,Chennai
C00373,20,Corporate,East,Guwahati
C00374,20,Consumer,North,Chandigarh
C00375,29,Consumer,West,Nashik
C00376,18,Consumer,West,Ahmedabad
C00377,18,Small Business,North,Lucknow
C00378,31,Consumer,West,Nashik
C00379,48,Consumer,West,Nashik
C00380,42,Corporate,East,Kolkata
C00381,29,Consumer,South,Chennai
C00382,22,Small Business,East,Guwahati
C00383,55,Consumer,West,Mumbai
C00384,32,Corporate,North,Jaipur
C00385,33,Consumer,North,Chandigarh
C00386,30,Consumer,East,Kolkata
C00387,31,Consumer,West,Mumbai
C00388,27,Consumer,South,Chennai
C00389,29,Consumer,West,Nashik
C00390,45,Consumer,West,Mumbai
C00391,43,Consumer,West,Nashik
C00392,18,Consumer,West,Mumbai
C00393,19,Corporate,East,Patna
C00394,24,Consumer,North,Chandigarh
C00395,40,Consumer,East,Guwahati
C00396,43,Consumer,South,Mysuru
C00397,38,Consumer,South,Mysuru
C00398,21,Consumer,South,Hyderabad
C00399,27,Corporate,West,Ahmedabad
C00400,36,Consumer,East,Patna
C00401,29,Corporate,North,Delhi
C00402,28,Small Business,North,Lucknow
C00403,28,Corporate,East,Bhubaneswar
C00404,42,Consumer,East,Guwahati
C00405,37,Consumer,North,Lucknow
C00406,29,Consumer,East,Guwahati
C00407,34,Consumer,North,Jaipur
C00408,20,Small Business,South,Mysuru
C00409,27,Consumer,South,Mysuru
C00410,41,Consumer,West,Ahmedabad
C00411,18,Corporate,East,Guwahati
C00412,37,Consumer,East,Bhubaneswar
C00413,18,Consumer,East,Kolkata
C00414,47,Small Business,South,Chennai
C00415,27,Small Business,West,Nashik
C00416,35,Consumer,West,Nashik
C00417,33,Consumer,West,Mumbai
C00418,33,Consumer,East,Bhubaneswar
C00419,34,Corporate,West,Nashik
C00420,18,Consumer,North,Lucknow
C00421,33,Small Business,East,Kolkata
C00422,30,Consumer,North,Chandigarh
C00423,27,Consumer,North,Chandigarh
C00424,24,Small Business,West,Pune
C00425,33,Consumer,South,Chennai
C00426,23,Consumer,South,Bengaluru
C00427,41,Consumer,East,Kolkata
C00428,36,Consumer,West,Nashik
C00429,34,Consumer,South,Chennai
C00430,40,Corporate,West,Pune
C00431,18,Consumer,North,Delhi
C00432,20,Consumer,North,Lucknow
C00433,36,Consumer,North,Chandigarh
C00434,25,Consumer,South,Hyderabad
C00435,26,Consumer,East,Bhubaneswar
C00436,19,Consumer,South,Hyderabad
C00437,23,Consumer,West,Nashik
C00438,41,Consumer,South,Mysuru
C00439,36,Corporate,South,Hyderabad
C00440,33,Consumer,East,Patna
C00441,26,Consumer,East,Patna
C00442,33,Consumer,West,Nashik
C00443,42,Consumer,North,Jaipur
C00444,25,Consumer,West,Nashik
C00445,31,Corporate,North,Lucknow
C00446,47,Consumer,East,Patna
C00447,38,Corporate,East,Patna
C00448,26,Corporate,South,Mysuru
C00449,37,Consumer,East,Kolkata
C00450,18,Consumer,South,Mysuru
C00451,31,Consumer,North,Lucknow
C00452,37,Consumer,North,Delhi
C00453,35,Small Business,East,Patna
C00454,37,Corporate,West,Pune
C00455,39,Consumer,East,Patna
C00456,36,Consumer,South,Chennai
C00457,35,Consumer,South,Hyderabad
C00458,33,Consumer,North,Jaipur
C00459,22,Small Business,West,Pune
C00460,41,Small Business,North,Chandigarh
C00461,31,Small Business,West,Ahmedabad
C00462,38,Small Business,South,Bengaluru
C00463,40,Consumer,North,Lucknow
C00464,27,Consumer,East,Bhubaneswar
C00465,28,Consumer,South,Hyderabad
C00466,29,Corporate,North,Lucknow
C00467,43,Consumer,South,Chennai
C00468,23,Consumer,East,Patna
C00469,45,Consumer,North,Delhi
C00470,33,Corporate,East,Kolkata
C00471,34,Consumer,South,Hyderabad
C00472,40,Consumer,East,Patna
C00473,32,Small Business,West,Nashik
C00474,41,Corporate,West,Ahmedabad
C00475,27,Consumer,West,Nashik
C00476,44,Corporate,North,Lucknow
C00477,27,Consumer,East,Patna
C00478,45,Corporate,West,Mumbai
C00479,28,Consumer,East,Kolkata
C00480,29,Consumer,North,Jaipur
C00481,22,Consumer,West,Nashik
C00482,25,Consumer,North,Chandigarh
C00483,31,Consumer,West,Mumbai
C00484,34,Corporate,West,Pune
C00485,40,Small Business,North,Chandigarh
C00486,30,Consumer,West,Pune
C00487,21,Small Business,South,Hyderabad
C00488,35,Consumer,East,Guwahati
C00489,33,Consumer,North,Chandigarh
C00490,36,Consumer,South,Mysuru
C00491,26,Consumer,West,Nashik
C00492,27,Consumer,East,Patna
C00493,26,Consumer,West,Ahmedabad
C00494,42,Small Business,South,Mysuru
C00495,44,Corporate,East,Bhubaneswar
C00496,26,Consumer,North,Delhi
C00497,27,Consumer,North,Lucknow
C00498,37,Consumer,West,Nashik
C00499,45,Consumer,North,Jaipur
C00500,48,Small Business,West,Nashik
C00501,26,Small Business,West,Mumbai
C00502,28,Small Business,West,Pune
C00503,34,Corporate,North,Jaipur
C00504,35,Consumer,South,Hyderabad
C00505,30,Consumer,West,Mumbai
C00506,24,Consumer,South,Hyderabad
C00507,31,Consumer,North,Jaipur
C00508,48,Consumer,West,Ahmedabad
C00509,27,Small Business,South,Hyderabad
C00510,34,Consumer,North,Jaipur
C00511,54,Small Business,West,Pune
C00512,27,Consumer,South,Bengaluru
C00513,38,Consumer,North,Jaipur
C00514,48,Small Business,North,Delhi
C00515,37,Small Business,South,Chennai
C00516,41,Small Business,West,Mumbai
C00517,39,Corporate,East,Kolkata
C00518,36,Corporate,West,Nashik
C00519,44,Consumer,East,Patna
C00520,37,Small Business,West,Nashik
C00521,30,Consumer,South,Bengaluru
C00522,33,Corporate,North,Chandigarh
C00523,35,Small Business,West,Pune
C00524,28,Consumer,East,Guwahati
C00525,33,Corporate,East,Kolkata
C00526,32,Consumer,East,Guwahati
C00527,37,Corporate,West,Pune
C00528,51,Consumer,North,Jaipur
C00529,34,Small Business,West,Mumbai
C00530,46,Consumer,North,Lucknow
C00531,37,Consumer,East,Patna
C00532,33,Small Business,East,Guwahati
C00533,27,Consumer,West,Pune
C00534,33,Corporate,South,Mysuru
C00535,33,Consumer,East,Bhubaneswar
C00536,25,Corporate,East,Patna
C00537,26,Corporate,East,Guwahati
C00538,35,Consumer,East,Kolkata
C00539,46,Corporate,North,Chandigarh
C00540,31,Consumer,North,Lucknow
C00541,18,Consumer,North,Jaipur
C00542,18,Corporate,East,Kolkata
C00543,22,Consumer,West,Pune
C00544,38,Corporate,West,Nashik
C00545,20,Small Business,West,Ahmedabad
C00546,39,Consumer,South,Bengaluru
C00547,37,Consumer,North,Delhi
C00548,31,Corporate,East,Patna
C00549,18,Small Business,East,Kolkata
C00550,25,Consumer,North,Lucknow
C00551,29,Consumer,North,Delhi
C00552,35,Consumer,South,Hyderabad
C00553,20,Small Business,East,Bhubaneswar
C00554,44,Consumer,West,Ahmedabad
C00555,35,Corporate,North,Delhi
C00556,36,Small Business,North,Jaipur
C00557,37,Consumer,East,Kolkata
C00558,43,Consumer,North,Delhi
C00559,33,Corporate,South,Chennai
C00560,38,Consumer,North,Lucknow
C00561,25,Consumer,North,Delhi
C00562,48,Consumer,South,Hyderabad
C00563,33,Consumer,East,Kolkata
C00564,25,Corporate,South,Bengaluru
C00565,27,Consumer,West,Mumbai
C00566,18,Consumer,East,Guwahati
C00567,27,Consumer,East,Patna
C00568,18,Consumer,South,Chennai
C00569,39,Corporate,North,Lucknow
C00570,35,Consumer,West,Pune
C00571,23,Consumer,South,Hyderabad
C00572,31,Small Business,West,Pune
C00573,31,Consumer,North,Chandigarh
C00574,21,Corporate,East,Guwahati
C00575,30,Consumer,East,Guwahati
C00576,32,Consumer,North,Jaipur
C00577,29,Consumer,West,Ahmedabad
C00578,25,Consumer,East,Kolkata
C00579,22,Consumer,North,Chandigarh
C00580,29,Corporate,North,Delhi
C00581,26,Consumer,South,Mysuru
C00582,37,Consumer,West,Pune
C00583,44,Consumer,South,Chennai
C00584,40,Small Business,South,Hyderabad
C00585,32,Corporate,North,Lucknow
C00586,26,Small Business,North,Delhi
C00587,40,Consumer,West,Nashik
C00588,37,Small Business,East,Bhubaneswar
C00589,43,Consumer,South,Mysuru
C00590,33,Corporate,South,Chennai
C00591,47,Consumer,West,Nashik
C00592,33,Consumer,West,Nashik
C00593,26,Small Business,West,Nashik
C00594,27,Consumer,West,Ahmedabad
C00595,36,Corporate,East,Guwahati
C00596,26,Consumer,East,Patna
C00597,47,Consumer,West,Nashik
C00598,35,Small Business,West,Ahmedabad
C00599,32,Consumer,South,Mysuru
C00600,33,Corporate,North,Delhi
C00601,29,Small Business,East,Kolkata
C00602,18,Corporate,South,Mysuru
C00603,27,Consumer,East,Kolkata
C00604,46,Consumer,East,Patna
C00605,34,Consumer,North,Jaipur
C00606,41,Corporate,North,Jaipur
C00607,41,Small Business,West,Pune
C00608,31,Consumer,South,Chennai
C00609,37,Small Business,North,Jaipur
C00610,18,Consumer,South,Bengaluru
C00611,45,Corporate,South,Chennai
C00612,44,Consumer,South,Hyderabad
C00613,36,Consumer,South,Bengaluru
C00614,34,Consumer,South,Mysuru
C00615,31,Consumer,East,Guwahati
C00616,42,Small Business,North,Lucknow
C00617,38,Consumer,South,Mysuru
C00618,18,Consumer,West,Nashik
C00619,28,Small Business,East,Patna
C00620,21,Consumer,North,Delhi
C00621,20,Corporate,North,Delhi
C00622,42,Consumer,North,Chandigarh
C00623,31,Consumer,East,Kolkata
C00624,36,Consumer,West,Ahmedabad
C00625,32,Consumer,North,Delhi
C00626,20,Small Business,West,Nashik
C00627,18,Consumer,East,Kolkata
C00628,28,Corporate,East,Bhubaneswar
C00629,28,Consumer,North,Chandigarh
C00630,28,Corporate,South,Bengaluru
C00631,29,Small Business,East,Kolkata
C00632,50,Small Business,North,Delhi
C00633,41,Consumer,South,Bengaluru
C00634,34,Consumer,South,Mysuru
C00635,31,Consumer,East,Bhubaneswar
C00636,31,Small Business,North,Lucknow
C00637,38,Consumer,North,Chandigarh
C00638,31,Consumer,East,Patna
C00639,40,Consumer,West,Ahmedabad
C00640,35,Consumer,West,Ahmedabad
C00641,50,Consumer,West,Nashik
C00642,30,Consumer,North,Lucknow
C00643,41,Consumer,South,Chennai
C00644,22,Corporate,West,Mumbai
C00645,26,Small Business,North,Lucknow
C00646,49,Consumer,East,Bhubaneswar
C00647,39,Small Business,West,Ahmedabad
C00648,36,Corporate,East,Patna
C00649,53,Small Business,South,Bengaluru
C00650,31,Consumer,East,Patna
C00651,41,Consumer,West,Ahmedabad
C00652,42,Corporate,North,Jaipur
C00653,46,Consumer,South,Chennai
C00654,21,Corporate,East,Bhubaneswar
C00655,31,Small Business,South,Hyderabad
C00656,34,Corporate,South,Bengaluru
C00657,46,Small Business,North,Delhi
C00658,36,Consumer,West,Ahmedabad
C00659,42,Small Business,South,Mysuru
C00660,20,Corporate,South,Hyderabad
C00661,29,Small Business,South,Hyderabad
C00662,44,Consumer,East,Kolkata
C00663,30,Consumer,East,Patna
C00664,32,Consumer,South,Mysuru
C00665,46,Consumer,North,Chandigarh
C00666,24,Consumer,South,Hyderabad
C00667,26,Consumer,North,Chandigarh
C00668,20,Consumer,South,Chennai
C00669,46,Consumer,East,Guwahati
C00670,41,Consumer,North,Chandigarh
C00671,40,Consumer,East,Bhubaneswar
C00672,29,Consumer,South,Hyderabad
C00673,19,Consumer,North,Delhi
C00674,18,Consumer,East,Patna
C00675,44,Small Business,West,Pune
C00676,37,Corporate,North,Delhi
C00677,38,Consumer,South,Chennai
C00678,34,Small Business,East,Bhubaneswar
C00679,25,Consumer,East,Kolkata
C00680,29,Consumer,South,Mysuru
C00681,23,Small Business,North,Delhi
C00682,22,Consumer,East,Kolkata
C00683,40,Corporate,East,Patna
C00684,18,Consumer,South,Mysuru
C00685,23,Consumer,West,Ahmedabad
C00686,29,Corporate,South,Bengaluru
C00687,32,Corporate,North,Delhi
C00688,19,Consumer,North,Jaipur
C00689,18,Small Business,South,Bengaluru
C00690,35,Consumer,North,Chandigarh
C00691,34,Consumer,South,Mysuru
C00692,44,Corporate,East,Kolkata
C00693,33,Small Business,West,Pune
C00694,36,Small Business,North,Jaipur
C00695,25,Consumer,South,Mysuru
C00696,26,Consumer,West,Ahmedabad
C00697,20,Corporate,South,Chennai
C00698,25,Consumer,West,Pune
C00699,29,Corporate,South,Mysuru
C00700,43,Consumer,East,Kolkata
C00701,24,Consumer,West,Nashik
C00702,51,Consumer,West,Mumbai
C00703,37,Consumer,South,Chennai
C00704,35,Consumer,East,Kolkata
C00705,32,Consumer,North,Jaipur
C00706,30,Consumer,East,Bhubaneswar
C00707,26,Consumer,West,Ahmedabad
C00708,19,Consumer,West,Pune
C00709,24,Consumer,East,Guwahati
C00710,46,Corporate,West,Nashik
C00711,37,Consumer,North,Lucknow
C00712,46,Consumer,West,Ahmedabad
C00713,26,Consumer,West,Ahmedabad
C00714,22,Consumer,South,Bengaluru
C00715,32,Consumer,North,Jaipur
C00716,25,Small Business,West,Ahmedabad
C00717,34,Small Business,North,Jaipur
C00718,18,Corporate,East,Guwahati
C00719,18,Consumer,South,Hyderabad
C00720,35,Corporate,West,Nashik
C00721,47,Consumer,West,Ahmedabad
C00722,35,Consumer,South,Bengaluru
C00723,37,Consumer,South,Bengaluru
C00724,32,Corporate,North,Lucknow
C00725,33,Consumer,East,Guwahati
C00726,19,Consumer,North,Delhi
C00727,25,Corporate,South,Chennai
C00728,43,Corporate,North,Delhi
C00729,22,Small Business,North,Lucknow
C00730,29,Small Business,West,Ahmedabad
C00731,42,Consumer,East,Guwahati
C00732,33,Corporate,East,Guwahati
C00733,33,Consumer,North,Jaipur
C00734,29,Small Business,East,Guwahati
C00735,38,Consumer,North,Lucknow
